省份,城市,小区名字,价格,居室,面积,行政区,地址,是否在售or类型,origin_url
湖北,武汉,中建壹品澜湾,14800元/㎡,"3居,4居",119~156平米,东西湖区,[三至四环]东西湖区沿海赛洛城南路(北大附中以南),|在售||普通住宅||品牌地产||湖景地产|,https://zhongjianyipin027.fang.com/
湖北,武汉,光华御江湾,8400元/㎡,4居,133平米,蔡甸区,[四环以外]蔡甸区工农路与茂林街交汇处(光华欣居旁),|在售||普通住宅||不限购|,https://yujiangwangh.fang.com/
湖北,武汉,禧悦,28000元/㎡起,"2居,4居",52~208平米,硚口区,[内环以内]硚口区武胜路与沿河大道交汇处,|待售||普通住宅||商住公寓||品牌地产||国际化社区|,https://hanzhengjie1haoxiyue.fang.com/
湖北,武汉,佳运环湖花园3期水云间,6720元/㎡,"3居,4居",108~155平米,新洲区,[四环以外]新洲区阳逻街环湖路1号(平江路与环湖路交汇处),|在售||普通住宅||住宅底商||不限购|,https://huanhuhuayuanjy.fang.com/3/
湖北,武汉,同馨花园雍豪府,39000元/㎡,4居,213平米,硚口区,[内至二环]硚口区解放大道582号(蓝天宾馆对面),|在售||普通住宅||地铁沿线||教育地产|,https://yonghaofu.fang.com/
湖北,武汉,融创珞瑜路95号,价格待定,,,洪山区,[二至三环]洪山区珞喻路与卓刀泉北路交汇处(地铁2号线广埠屯地铁站h出口),|待售||普通住宅||品牌地产||地铁沿线|,https://luoyulu95haorc.fang.com/
湖北,武汉,鄂旅投御合院,6000元/㎡,1居,46~60平米,,光谷东红莲湖旅游度假区恒大世纪旅游城南侧,|在售||独栋||联排||湖景地产|,https://153242.fang.com/
湖北,武汉,泓博朗诗悦府,价格待定往期16400元/㎡,3居,97~112平米,江岸区,[二至三环]江岸区兆瑞大道和三环线之间(中环商贸城北侧),|待售||普通住宅||品牌地产||复合地产|,https://langshiyuefuhb.fang.com/
湖北,武汉,青年公社,价格待定往期4300元/㎡,"2居,3居",51~65平米,江夏区,[中环以外]江夏区庙山金龙大街(金龙大街汽车公园对面),|待售||商住公寓||低总价||小户型|,https://qingniangongshe027.fang.com/
湖北,武汉,万龙中心,价格待定往期9000元/㎡,"2居,3居",38~80平米,蔡甸区,[四环以外]蔡甸区中核世纪广场旁,|待售||商住楼||不限购|,https://wanlongzhongxin.fang.com/
湖北,武汉,恒大城悦湖公馆,13000元/㎡,"1居,2居",52~94平米,东西湖区,[三至四环]东西湖区金银湖环湖路43号(万科西半岛小区对面),|在售||商住公寓||小户型||不限购|,https://yuehugongguanhdc.fang.com/
湖北,武汉,万科金域学府,26600元/㎡,3居,116~140平米,洪山区,[二至三环]洪山区雄楚大道省检察院旁,|在售||普通住宅||品牌地产|,https://jinyuxuefuwk027.fang.com/
湖北,武汉,联投水乡小镇,6700元/㎡起,"3居,4居",115~163平米,东湖高新区,[外环以外]东湖高新区凤莲大道梧桐湖新城(华中师范大学梁子湖校区旁),|在售||普通住宅||低总价||低密居所||不限购|,https://shuixiangxiaozhenlt.fang.com/
湖北,武汉,揽胜公园,22000元/㎡,"3居,4居,5居",116~252平米,洪山区,[二至中环]洪山区南湖大道与狮子山北路交汇处,|在售||普通住宅||湖景地产|,https://lanshenggongyuan.fang.com/
湖北,武汉,华发中城中央公园,9800元/㎡,3居,96~110平米,新洲区,[四环以外]新洲区柴泊大道与阳靠路交汇处往南200米(新洲区思源实验学校旁),|在售||商住楼||不限购|,https://huafazhongchengyue.fang.com/
湖北,武汉,汉口幸福万象,18500元/㎡,"2居,3居",29~64平米,江岸区,[二至三环]江岸区武汉市汉口区后湖大道与建设大道交汇,|在售||商住楼||不限购|,https://xingfuwanxianghk.fang.com/
湖北,武汉,朗诗西海岸,11000元/㎡,"1居,3居",77~153平米,蔡甸区,[四环以外]蔡甸区天鹅湖大道后官湖畔,|在售||普通住宅||叠拼||不限购||湖景地产|,https://xihaianls.fang.com/
湖北,武汉,长江凯旋城,价格待定往期10295元/㎡,3居,105~123平米,黄陂区,[中环以外]黄陂区汉施公路与发展路交汇处三环线以东(汉施公路发展路公交站旁),|待售||普通住宅||地铁沿线||经济住宅||江景地产|,https://changjiangkaixuancheng.fang.com/
湖北,武汉,越秀逸府,16000元/㎡,"2居,3居,4居",91~137平米,东西湖区,[三至四环]东西湖区常青北路永旺梦乐城正后方,|在售||普通住宅||品牌地产||低总价||地铁沿线|,https://yuexiuyifu.fang.com/
湖北,武汉,太子汉府,价格待定,"2居,3居,4居,5居",69~356平米,江汉区,[内环以内]江汉区建设大道与新华路交汇处,|待售||商住楼||地铁沿线||豪华居住区||湖景地产|,https://taizihanfu.fang.com/
湖北,武汉,大华锦绣时代,价格待定,"3居,4居",97~154平米,青山区,[二至三环]青山区武汉·青山·和平大道与建设二路交会处,|待售||普通住宅|,https://dahuajinxiushidai.fang.com/
湖北,武汉,方园,价格待定,"3居,4居",108~143平米,青山区,[二至三环]青山区青山区工业路与黄州街交汇处,|待售||普通住宅|,https://fangyuan.fang.com/
湖北,武汉,创客广场,20000元/㎡,1居,35平米,东湖高新区,[二至三环]东湖高新区雄楚大道958号,|在售||商住公寓|,https://chuangkeguangchang.fang.com/
湖北,武汉,武汉客厅,15500元/㎡,,,东西湖区,[三至四环]东西湖区金银潭宏图路8号(金银潭大道与宏图路交汇处),|在售||SOHO||标准写字楼||品牌地产||低总价|,https://mengxiangtequwhkt.fang.com/
湖北,武汉,江悦蘭园,价格待定,,,东西湖区,[四至外环]东西湖区金山大道与新城十二路交汇处、地铁6号线富民南路站(建设中),|待售||普通住宅||地铁沿线|,https://jiangyuelanyuan.fang.com/
湖北,武汉,京汉城市广场,70000元/㎡,,,江岸区,[内环以内]江岸区京汉大道与球场街交汇处,|待售||住宅底商|,https://jinghanchengshigc.fang.com/shop/
湖北,武汉,汇通新长江中心,24000元/㎡,,,武昌区,[内环以内]武昌区徐东大街6号(徐东大街与和平大道交汇处),|在售||标准写字楼||地铁沿线|,https://xinchangjiangzhongxinht.fang.com/
湖北,武汉,康桥知园商铺,28000元/㎡,,,东湖高新区,[二至三环]东湖高新区流芳路与富士康西路交汇处南行200米,|在售||住宅底商||品牌地产||不限购|,https://kangqiaozhiyuan027.fang.com/shop/
湖北,武汉,武汉雅居乐花园,14980元/㎡,"3居,4居",109~143平米,江夏区,[三至四环]江夏区江夏大道37号(庙山开发区庙山一路与沿湖路交汇处),|在售||联排||普通住宅||品牌地产||低密居所|,https://yajuleguojihuayuanwh.fang.com/
湖北,武汉,庭瑞新汉口,14500元/㎡,"1居,2居,3居",46~130平米,东西湖区,[三至四环]东西湖区环湖中路与马池中路交汇处(汉口马池路轻工业大学旁),|待售||普通住宅||商住公寓||品牌地产||现房|,https://xinhankoutr.fang.com/
湖北,武汉,碧桂园凤凰湾,9500元/㎡,"3居,4居,5居",103~215平米,汉南区,[四环以外]汉南区纱帽正街,|在售||联排||普通住宅||地铁沿线||不限购|,https://fenghuangwanbgy027.fang.com/
湖北,武汉,中南拂晓城,11370元/㎡,"3居,4居",98~123平米,黄陂区,[四环以外]黄陂区川龙大道及天阳路交汇处(奥特莱斯北侧),|在售||普通住宅||品牌地产||低总价||低密居所|,https://fuxiaochengzn.fang.com/
湖北,武汉,华发阳逻金茂逸墅,9300元/㎡,"3居,4居",96~136平米,新洲区,[四环以外]新洲区地铁阳逻线施岗站附近(思源实验学校对面),|待售||普通住宅||品牌地产||地铁沿线||不限购|,https://yangluojinmaoyishuhf.fang.com/
湖北,武汉,武汉院子,25000元/㎡,,,蔡甸区,[四环以外]蔡甸区东风大道以西小奓湖北岸,|在售||别墅||低密居所||不限购|,https://wuhanyuanzickth.fang.com/
湖北,武汉,汉口御江澜庭,价格待定往期11000元/㎡,3居,96~116平米,黄陂区,[三至四环]黄陂区汉施大道与发展路交汇处(滨江公园旁),|待售||普通住宅||江景地产||公园地产|,https://yujianglantinghk.fang.com/
湖北,武汉,天宇万象国际2期,16000元/㎡,3居,108~128平米,硚口区,[二至三环]硚口区古田二路与长升路交汇处(长丰小学对面),|在售||普通住宅||地铁沿线|,https://wanxiangguojity.fang.com/2/
湖北,武汉,中锐滨湖尚城,13500元/㎡,"3居,4居",98~142平米,江夏区,[三至四环]江夏区腾讯大道与金龙大街交汇处(腾讯武汉研发中心),|在售||普通住宅||花园洋房||品牌地产||复合地产|,https://binhushangchengzr.fang.com/
湖北,武汉,汉北玺园,价格待定往期9200元/㎡,,,黄陂区,[三至四环]黄陂区汉口北大道东端南侧(汉口北大道胜海站),|待售||普通住宅||低总价|,https://hanbeixiyuan.fang.com/
湖北,武汉,万达御湖壹号,38000元/㎡,"4居,5居",220~255平米,武昌区,[内环以内]武昌区楚汉路与沿湖三路交汇以东,|在售||普通住宅||湖景地产||江景地产||旅游地产|,https://yuhuyihaowd.fang.com/
湖北,武汉,御江壹品青山印,21000元/㎡,"3居,4居",101~153平米,青山区,[二至三环]青山区建设二路与抚顺街交汇处,|在售||普通住宅||商住公寓||地铁沿线||水景地产|,https://yujiangyipinqingshanyin.fang.com/
湖北,武汉,联发红墅东方别墅,11000元/㎡,"2居,3居,4居,5居",77~285平米,东湖高新区,[四环以外]东湖高新区红莲湖旅游度假区,|在售||别墅||品牌地产||低密居所||不限购|,https://hongshudongfanglf.fang.com/
湖北,武汉,金地自在城金地广场,13000元/㎡,1居,42平米,洪山区,[二至中环]洪山区团结大道和仁和路交汇处(地铁仁和路出口),|待售||市场类商铺||地铁沿线|,https://jindiguangchangjdzzc.fang.com/
湖北,武汉,百步亭现代城公寓,21000元/㎡,"1居,2居",56~62平米,江岸区,[二至三环]江岸区解放大道与百步亭花园路交汇处(距离轻轨1号线丹水池站约300米),|在售||商住公寓||品牌地产||不限购|,https://xiandaichengloftbbt.fang.com/
湖北,武汉,绿地海珀御观,价格待定往期32000元/㎡,,,武昌区,[内至二环]武昌区和平大道750号(原武昌车辆厂),|待售||普通住宅||大平层||品牌地产|,https://haipoyuguan.fang.com/
湖北,武汉,华中智谷,9500元/㎡,,,经济开发区,[中环以外]经济开发区芙蓉路(永旺旁),|在售||商住别墅||标准写字楼||小户型||复合地产|,https://huazhongzhigu.fang.com/
湖北,武汉,奥山经开澎湃城,9000元/㎡,"3居,4居",95~139平米,经济开发区,[四环以外]经济开发区军山大道朱山三路旁,|在售||商住楼||品牌地产||山景地产||旅游地产|,https://pengpaichengasjk.fang.com/
湖北,武汉,楚天都市沁园,价格待定往期14700元/㎡,3居,108~135平米,洪山区,[三至四环]洪山区烽胜路黄家湖畔正北岸(三环线烽胜路出口),|待售||普通住宅||湖景地产|,https://dushiqinyuanct.fang.com/
湖北,武汉,平安御苑,17400元/㎡,3居,95~113平米,东湖高新区,[三至四环]东湖高新区民族大道336号玉龙岛路口(汤逊湖城铁站旁),|在售||普通住宅||花园洋房||地铁沿线||湖景地产|,https://pinganyuyuan.fang.com/
湖北,武汉,文一云水湾,10800元/㎡,"3居,4居",115~141平米,东西湖区,[三至四环]东西湖区临空港大道与朝阳路交汇处(乾丰元酒店旁),|在售||普通住宅||江景地产|,https://yunshuiwanwy.fang.com/
湖北,武汉,花样年·花郡,8000元/㎡,"2居,3居,4居",76~130平米,东湖高新区,东湖高新区葛洪大道与广场西路交汇处(葛店开发区管委会对面),|在售||普通住宅||品牌地产||低总价||经济住宅|,https://huayangnianhuajun027.fang.com/
湖北,武汉,千禧城,21000元/㎡,"3居,4居",114~148平米,硚口区,[二至中环]硚口区解放大道轻轨一号线古田三路北出口,|在售||综合体||普通住宅||国际化社区||地铁沿线|,https://qianxicheng.fang.com/
湖北,武汉,联发国际度假区红韵天,6000元/㎡,"2居,3居,4居",77~130平米,东湖高新区,[四环以外]东湖高新区光谷东·红莲湖旅游度假区,|在售||普通住宅||花园洋房|,https://155098.fang.com/
